reviews.text,cleaned_text,sentiment
It seems to work just like any other usb plug in charger.,seems work like usb plug charger,Positive
This is now my third kindle reader. I have been exceedingly impressed with them. The paper white is the best so far. So happy that I no longer need the bulky clip on lights to read at night!,third kindle reader exceedingly impressed paper white best far happy longer need bulky clip lights read night,Positive
The best gift for my 2 years old nieceGreat tablet,best gift years old niecegreat tablet,Positive
The first thought came into my mind after getting Kindle Paperwhite that why I didn't buy this thing earlier! It is an awesome device. I really didn't think that a digital device can fill up the space of a physical book. Highly recommended.,first thought came mind getting kindle paperwhite didnt buy thing earlier awesome device really didnt think digital device fill space physical book highly recommended,Positive
"As always, great job! Very easy to use and it's always with me. Only problem I have is the button on the bottom is touchy, but not really an issue. Keep up the good work",always great job easy use always problem button bottom touchy really issue keep good work,Positive
"If you enjoy music do not buy, you cannot send a Bluetooth signal out to an external speaker. She is not as smart as Siri and answers basic basic questions. I deal with it because I bought the WeMo fixtures for lights and switches and she works fine with those. I would recommend the echo dot if you would like to make her louder or like music loud",enjoy music buy cannot send bluetooth signal external speaker smart siri answers basic basic questions deal bought wemo fixtures lights switches works fine would recommend echo dot would like make louder like music loud,Neutral
Great product highly recommended it!! Ended getting two,great product highly recommended ended getting two,Positive
Good product other than having to purchase additional apps for it to work.,good product purchase additional apps work,Positive
great reader for bed or the beach. definitely a must pack on vacation.,great reader bed beach definitely must pack vacation,Positive
I got this on black Friday for my mom for christmas. She loves it. She never likes my presents so this is great.,got black friday mom christmas loves never likes presents great,Positive
I have enjoyed becoming familiar with all the services available on my kindle!,enjoyed becoming familiar services available kindle,Positive
The fire tv is super easy to use an super fast compared to the fire stick. Easy setup an all.,fire tv super easy use super fast compared fire stick easy setup,Positive
This is my third kindle fire. It is lightweight and unobtrusive. I use it mostly for reading however I have had no issues using it for web browsing or for playing games. Overall a good little tablet for the price.,third kindle fire lightweight unobtrusive use mostly reading however issues using web browsing playing games overall good little tablet price,Positive
"It is very easy to set up and use. It has great functions, but am waiting for more to be added to give 5 stars.",easy set use great functions waiting added give stars,Positive
"Very nice tablet for the price.. only problem, it sort of ""ties"" you up to be an amazon subscriber for a fee, so beware of this :)",nice tablet price problem sort ties amazon subscriber fee beware,Positive
Bought two of these tablets for my nieces for Christmas after we had originally bought the Amazon fire 7 inch which had a virus after 3 days of purchase and was unable to work good thing we played with it prior to giving as gift do to this being said I was very surprised on how well this tablet has held up to to not so careful 8 years olds playing with it daily we have had no problems screen is big enough for little hands to maneuver and see on was the highlight of there Christmas and still is would definitely recommend it,bought two tablets nieces christmas originally bought amazon fire inch virus days purchase unable work good thing played prior giving gift said surprised well tablet held careful years olds playing daily problems screen big enough little hands maneuver see highlight christmas still would definitely recommend,Positive
"I started with the 7"" little brother and liked it a lot, so I decided to upgrade to the larger model. I use it primarily as an e-reader and for some net surfing and Facebook. The WiFi works great and is ready to access and use. Don't buy this unit if you want cell (4g) access to the Internet. It is WiFi only. Frankly, my cell phone takes better pictures, but that's not what I really wanted from the unit. All in all, a great reader with excellent battery life.",started little brother liked lot decided upgrade larger model use primarily ereader net surfing facebook wifi works great ready access use dont buy unit want cell g access internet wifi frankly cell phone takes better pictures thats really wanted unit great reader excellent battery life,Positive
I use to control my smart devices in the home and listen to music. my kids also use to help them with their home work.,use control smart devices home listen music kids also use help home work,Positive
"For 50 bucks, it's a nice starter tablet. Wish it had Bluetooth but can't really complain at this price",bucks nice starter tablet wish bluetooth cant really complain price,Positive
Great tablet for young children. Parental locks so you can control what they see. A great deal of educational apps.,great tablet young children parental locks control see great deal educational apps,Positive
Upgraded from a galaxy tablet that was 4 years old. So worth it.,upgraded galaxy tablet years old worth,Positive
I love my Kindle Paperwhite. I can read at night without my eyes bothering me. The builtIn light is an awesome feature. The screen looks just like the pages of a book.,love kindle paperwhite read night without eyes bothering builtin light awesome feature screen looks like pages book,Positive
This version makes it incredibly easy to read. Much better than an iPad.,version makes incredibly easy read much better ipad,Positive
Easy to use and has a lot of games and books available. Good memory and you can't beat the price!,easy use lot games books available good memory cant beat price,Positive
Very satisfied with my purchase. Would recommend it to friends and family.,satisfied purchase would recommend friends family,Positive
I purchased this for Christmas.it was easy to set up and am now looking to purchase more for the other rooms.,purchased christmasit easy set looking purchase rooms,Positive
I love my amazon fire stick. It goes great with my tv!,love amazon fire stick goes great tv,Positive
The best Kindle I have ever used. It does everything.,best kindle ever used everything,Positive
Got it so I can have everything in one device and it does that flawless. It's very fast and responsive and the voice search is really good,got everything one device flawless fast responsive voice search really good,Positive
Perfect upgrade from the original fire stick great quality!,perfect upgrade original fire stick great quality,Positive
My 3 yr old granddaughter loves this item! PERFECT,yr old granddaughter loves item perfect,Positive
The kindle fire hd is a sweet tablet for reading and apps like netflix or hulu.,kindle fire hd sweet tablet reading apps like netflix hulu,Positive
Excellent product blows away google. It's the way of the future. Try it out,excellent product blows away google way future try,Positive
Love it love it love it love it love it love it love it,love love love love love love love,Positive
Great gift for a son who has everything and loves technology. His children love asking it questions.,great gift son everything loves technology children love asking questions,Positive
Very nice size. Now only 50$. There's no Google play store so can't use Google Chrome cast to watch movies on tv. A tablet Without a Google play store is a disadvantage.,nice size theres google play store cant use google chrome cast watch movies tv tablet without google play store disadvantage,Negative
Who could could pass up such a deal under $50.Full color H D viewing and easy to use. Read a book or watch TV or a movie. This is an all around fun piece of equipment.,could could pass deal full color h viewing easy use read book watch tv movie around fun piece equipment,Positive
"Great product for the price but make sure to purchase a separate SIM card, 8GB fills up fast.",great product price make sure purchase separate sim card gb fills fast,Positive
This was a gift for my grandson and he loves it. It is easy to use and keeps him occupied for hours.,gift grandson loves easy use keeps occupied hours,Positive
"I've been considering the whole ""smart home"" phenomenon for a while. Even though I love tech in general, this particular aspect didn't seem to have much appeal for me personally. My impression was that it hadn't quite arrived yet. Then some friends got the Echo along with the Hue lighting system and the Nest thermostat. When I saw how well it all integrated and just how cool it is, I was intrigued. That was enough for me to take the plunge. Now I have all three and I love how they all work together. Alexa is at the heart of it with many handy features. She can give me weather, traffic and news. She can turn on or turn off my lights and adjust the heat. She can set a timer when I'm cooking. She can check my Google calendar to remind me of appointments and birthdays. She can answer many (but certainly not all) of my random trivia questions. Some of her responses are funny and cute Easter eggs. Her built-in shopping and to-do lists are rather basic, so I haven't found much use for them yet. She processes my requests, with only the occasional misunderstanding. Her microphones are sensitive enough to hear me in the living room from the top of the stairs in my townhome (although I did get the optional remote for the bedroom). Only sometimes do I have to repeat myself if I don't speak clearly enough or my phrasing is awkward. Amazingly, she knows to control the correct fixture when, for example, I accidentally say ""table lamp"" instead of ""table light,"" as the bulb is actually labeled in the system. The setup was quick and easy, both for the Echo itself and the integration with the Nest and the Hue bridge. The app is easy to use, with only one minor issue (see below).Her internal speakers aren't spectacular, but they're acceptable for background music while doing chores or puttering around the house. Using the app to establish a connection to the Bluetooth adapter for my old stereo system wasn't particularly intuitive, but following the instructions posted on the Amazon web site got it done. Now I can stream music through the Echo itself or through my stereo for better quality, depending on my mood. You can integrate services like Pandora and Spotify, but I just use Amazon Prime Music, since I already subscribe to it.Naysayers will rightly point out that you can do all of the above things with other simpler devices, and of course, they're right. The Echo is certainly a luxury, a toy even, but it is fun and useful for me. In my experience and for my purposes, it works well with only minor limitations. It met and exceeded my expectations. You have to judge the overall value for yourself, but if you're already considering the Echo and what it can do for you, I strongly recommend it.",ive considering whole smart home phenomenon even though love tech general particular aspect didnt seem much appeal personally impression hadnt quite arrived yet friends got echo along hue lighting system nest thermostat saw well integrated cool intrigued enough take plunge three love work together alexa heart many handy features give weather traffic news turn turn lights adjust heat set timer im cooking check google calendar remind appointments birthdays answer many certainly random trivia questions responses funny cute easter eggs builtin shopping todo lists rather basic havent found much use yet processes requests occasional misunderstanding microphones sensitive enough hear living room top stairs townhome although get optional remote bedroom sometimes repeat dont speak clearly enough phrasing awkward amazingly knows control correct fixture example accidentally say table lamp instead table light bulb actually labeled system setup quick easy echo integration nest hue bridge app easy use one minor issue see belowher internal speakers arent spectacular theyre acceptable background music chores puttering around house using app establish connection bluetooth adapter old stereo system wasnt particularly intuitive following instructions posted amazon web site got done stream music echo stereo better quality depending mood integrate services like pandora spotify use amazon prime music since already subscribe itnaysayers rightly point things simpler devices course theyre right echo certainly luxury toy even fun useful experience purposes works well minor limitations met exceeded expectations judge overall value youre already considering echo strongly recommend,Positive
"i really like the voyage, it looks great, and worth the money.",really like voyage looks great worth money,Positive
"best bang for the buck out there,works fast, easy on the wallet, just an all around easy to understand and operate product.",best bang buck thereworks fast easy wallet around easy understand operate product,Positive
"Echo seems well engineered. The voice response is very natural and usually understands what I'm saying. Echo wouldn't connect to my home WiFi because I had two networks with the same SSIDs (one 2.4ghz and one 5ghz). Once I changed the name (SSID) of one of the networks, Echo connected right up and hasn't had any trouble since. Because of the WiFi issue, I took 1 star away.",echo seems well engineered voice response natural usually understands im saying echo wouldnt connect home wifi two networks ssids one ghz one ghz changed name ssid one networks echo connected right hasnt trouble since wifi issue took star away,Positive
Does what is says and more. Although initially somewhat complicated to get things going.,says although initially somewhat complicated get things going,Positive
The Amazon Fire is an affordable alternative to some other tablets on the market. A great value. I like the fact that it's memory is expandable.,amazon fire affordable alternative tablets market great value like fact memory expandable,Positive
Great for reading in both the dark and outside. Perfect for the bookworm in your family.,great reading dark outside perfect bookworm family,Positive
I have had some issues with this but not having a very helpful team to resolve issues.... I work and go to school I don't have time after time to beg and plead to get fixed...,issues helpful team resolve issues work go school dont time time beg plead get fixed,Positive
Alexa will simplify your life. Give her a chance and you will be glad you did.,alexa simplify life give chance glad,Positive
"Bought it for my wife and I haven't heard any complaints, so I think it's great. If she's happy I'm happy",bought wife havent heard complaints think great shes happy im happy,Positive
Would definitely recommend very convenient and very quick and responsive,would definitely recommend convenient quick responsive,Positive
"Cool new product, and it makes everything so much easier to just say what I want and have Alexa find it for me.",cool new product makes everything much easier say want alexa find,Positive
"Better than the firestick, works well with prime and simple to use.",better firestick works well prime simple use,Positive
My entire family has fun playing music and asking Alexa questions. A great purchase for our home.,entire family fun playing music asking alexa questions great purchase home,Positive
"So far I've had my Fire Tablet for over a month. Its my first tablet. The lack of the Googlke Play store means the Amazon apps are pretty limited, but I found avway around that. The front camera is grainy but acceptance while using Skype. Battery doesn't last long, and it seems to take hours to recharge. For a $50 first tablet, I suppose those are acceptable flaws. Feels robust in the hand, though the plastic casing reminds you of its materials if you hold it tight.",far ive fire tablet month first tablet lack googlke play store means amazon apps pretty limited found avway around front camera grainy acceptance using skype battery doesnt last long seems take hours recharge first tablet suppose acceptable flaws feels robust hand though plastic casing reminds materials hold tight,Positive
"The fire box is very well made works great with amazon prime video and kodi. the only complaint i have is the remote doesn't have a on or off button,you have to buy a separate attachment for that.",fire box well made works great amazon prime video kodi complaint remote doesnt buttonyou buy separate attachment,Positive
I like the size of this kindle and easy access to internet.,like size kindle easy access internet,Positive
For the money the best tablet you can buy. I bought a bunch of these for my nieces to play with. I love my kindle and for the money it allows them to do a wide variety of activities.,money best tablet buy bought bunch nieces play love kindle money allows wide variety activities,Positive
The ease of Alexa in performing functions is second to none. SIRI who?,ease alexa performing functions second none siri,Positive
Had the fire TV stick and this is much faster with better picture quality.,fire tv stick much faster better picture quality,Positive
Really love this device. Has all the bells and whistles. 4K view is awesome,really love device bells whistles k view awesome,Positive
Home automation is right around the corner with the Amazon Echo. Great companion....period.,home automation right around corner amazon echo great companionperiod,Positive
Great purchase.. Bought for my two children. They love it,great purchase bought two children love,Positive
This speaker can really put off a great amount of volume!,speaker really put great amount volume,Positive
This works wonderful. We cancelled Direct tv and went with is instead. Love it.,works wonderful cancelled direct tv went instead love,Positive
It was a good buy and tried this for a day. It was fast and experience was good.,good buy tried day fast experience good,Positive
"Excellent product, I use it for everything, especially for music and weather.",excellent product use everything especially music weather,Positive
I love the touch screen aspect still love the original.,love touch screen aspect still love original,Positive
"My experience with Alexa it's been pretty good ,the grandkids love to ask questions as she have an answer for each and everyone.",experience alexa pretty good grandkids love ask questions answer everyone,Positive
Works great with my older Kindle!,works great older kindle,Positive
This kindle is great. Battery lasts much longer than old kindle.,kindle great battery lasts much longer old kindle,Positive
"This was purchased to replace the fire stick. If you're debating between the fire stick and the fire TV, get the fire tv box. Waiting for the fire stick to power on and connect to wifi, or trying to type anything with a directional pad wastes too much time!",purchased replace fire stick youre debating fire stick fire tv get fire tv box waiting fire stick power connect wifi trying type anything directional pad wastes much time,Positive
I love this. It is great. One of the best things I ever bought. It can do so much.,love great one best things ever bought much,Positive
"My husband's previous tablet died a sudden death, so I gave it back and bought this FIRE. The sound volume and quality is much better.",husbands previous tablet died sudden death gave back bought fire sound volume quality much better,Positive
Echo is the best way to have any songs (over a million) with just one command to Alexa. All the many features make for a wonderful piece of technology enjoyed by all ages. So helpful and entertaining!!!Love it!,echo best way songs million one command alexa many features make wonderful piece technology enjoyed ages helpful entertaininglove,Positive
Excellent for kids. Great warranty and cool features!!,excellent kids great warranty cool features,Positive
I love this item. Meets my needs. Worthy. I recommend it.,love item meets needs worthy recommend,Positive
"We are having a blast with Alexa, eventually we will grow our Alexa's family...i.e.: lights, tv... we are becoming so lazy... wish she would clean the house too... :)))",blast alexa eventually grow alexas familyie lights tv becoming lazy wish would clean house,Positive
I am a long time Kindle user. I also have a Kindle Fire 8. I keep buying the newer versions because I like the product very much.,long time kindle user also kindle fire keep buying newer versions like product much,Positive
It's everything I needed in a reader. The light is perfectly balanced and the text is so easy on the eyes and brain to read. Couldn't be happier.,everything needed reader light perfectly balanced text easy eyes brain read couldnt happier,Positive
Got this tablet for my 5 year old works great even use it myself sometimes good for movies as well the only thing I don't like is too many adds on it can't take off unless you pay amazon for it,got tablet year old works great even use sometimes good movies well thing dont like many adds cant take unless pay amazon,Positive
Great stuff for reading. I have been taking it everywhere with me. Reading is never more simple!,great stuff reading taking everywhere reading never simple,Positive
I really like it it's going to very nice sound to it but it's a little bit slower than my echo.for some reason but other than that I really like it,really like going nice sound little bit slower echofor reason really like,Positive
"Very satisfied with my tablet ,it is very easy to operate.",satisfied tablet easy operate,Positive
Probably the best priced tablet on the market. Works well.,probably best priced tablet market works well,Positive
Great little tablet would have got Five stars if you could use it with chromcast,great little tablet would got five stars could use chromcast,Positive
"We 2 Amazon Fire's for our kids for Christmas. We chose these because product reviews were good and the price was decent compared to other electronic pads. Since having them, they have been decent, but not great. The kids will turn them on to play games and their home screens don't always appear; sometimes when they want to play a game that is already downloaded, the pad acts like it needs to re-download the game; and there is a lot of frustration when all of the downloads start circling and they cannot do anything with their pads. Turning the pads completely off does not always help and sometimes, we cannot even get them to turn off. When they do work properly though, the kids love them. They are decent for a 1st time pad for kids for not a lot of money, but just keep in mind they can be frustrating at times.",amazon fires kids christmas chose product reviews good price decent compared electronic pads since decent great kids turn play games home screens dont always appear sometimes want play game already downloaded pad acts like needs redownload game lot frustration downloads start circling cannot anything pads turning pads completely always help sometimes cannot even get turn work properly though kids love decent st time pad kids lot money keep mind frustrating times,Neutral
I spent more time trying get it functioning than I did actually keeping this product. After a couple of days and never getting it to understand or follow my commands I returned it to BB. Also it kept trying to sell me products which I really didn’t appreciate.,spent time trying get functioning actually keeping product couple days never getting understand follow commands returned bb also kept trying sell products really didnt appreciate,Negative
It's a great working machine fast speed streaming. You are able to install external apps and get a lot of shows all in all I'm very satisfied with this device,great working machine fast speed streaming able install external apps get lot shows im satisfied device,Positive
I bought this as a gift for my sister. Alexa works great! The speaker? Even better! Excellent quality...sounds better than many wireless speakers in the market.,bought gift sister alexa works great speaker even better excellent qualitysounds better many wireless speakers market,Positive
"I love this little tablet, it fits right in my pocketbook without adding a lot of weight. It's easy to use and I can do almost anything on it. I highly recommend it.",love little tablet fits right pocketbook without adding lot weight easy use almost anything highly recommend,Positive
"Amazons's ECHO is everything good you might have heard - as long as you are a $100 a year Prime member but, why wouldn't you with all it has to offer.",amazonss echo everything good might heard long year prime member wouldnt offer,Positive
I am an old guy and I am having trouble trying to get the unit up and running. I decided I really should return it but it was past the return date. It is back in the box waiting to find time to try one more time or put it on ebay.,old guy trouble trying get unit running decided really return past return date back box waiting find time try one time put ebay,Negative
"Have basic kindle and operation of Paperwhite is much different, catching on as I use it. Nice unit.",basic kindle operation paperwhite much different catching use nice unit,Positive
The fire does a ton and costs very little. I really like it,fire ton costs little really like,Positive
"Easy to use for a beginner and at a great LOW cost with many options for free or to purchase at a low cost. Never used a tablet before and LOVE it for at home or out and about where there is wi-fi available. Books, games, internet and more.....GREAT BUY!",easy use beginner great low cost many options free purchase low cost never used tablet love home wifi available books games internet moregreat buy,Positive
I basically use it to read news articles and stories online. It works well for what I use it for.,basically use read news articles stories online works well use,Positive
This is a good item for reading books. It is easy to use.,good item reading books easy use,Positive
The Amazon fire tablet is a great gift for kids of all ages . Ez and fun to use keeping kids entertained while giving them educational tools to use at their grade level and hire.,amazon fire tablet great gift kids ages ez fun use keeping kids entertained giving educational tools use grade level hire,Positive
It's so much better than her viewing on her tiny phone. Great price too.,much better viewing tiny phone great price,Positive
"I absolutely love this tablet,and with a price you can't beat!",absolutely love tabletand price cant beat,Positive
I absolutely positively Love my Kindle Fire! It is the best of both worlds being a Kindle & a Inexspensive Tablet!,absolutely positively love kindle fire best worlds kindle inexspensive tablet,Positive
I bought this as a gift for my husband. He uses it every day. It is easy to read on.,bought gift husband uses every day easy read,Positive
"Even though you need to have a Amazon prime membership to fully exploit the tab , it comes at a very very cheap price.",even though need amazon prime membership fully exploit tab comes cheap price,Positive
"I wasn't sure how much I'd use the echo but I found that I use it for music, checking the weather and even cooking tips.",wasnt sure much id use echo found use music checking weather even cooking tips,Positive
"I was hesitant in buying one of these but I took the risk and the risk paid off. It's an amazing piece of hardware in a little box, not to mention a stylish box. If your looking for a streaming box? Look no further!",hesitant buying one took risk risk paid amazing piece hardware little box mention stylish box looking streaming box look,Positive
I am totally happy with this product for my two year old grandson..he enjoys it when we are all playing on our phones,totally happy product two year old grandsonhe enjoys playing phones,Positive
I really like my fire. So much to do and easy to use.,really like fire much easy use,Positive
when you turn on fire box it opens/runs movies fast.,turn fire box opensruns movies fast,Positive
I bought this as a gift for my moms birthday and she loves it. The screen size is just right and it really fast for the games she plays.,bought gift moms birthday loves screen size right really fast games plays,Positive
Got for my 3 year old and she loves it. Very easy to use and a great price.,got year old loves easy use great price,Positive
The fire is one of the easiest E readers/tablets to use. The Amazon interface makes it a true treasure.,fire one easiest e readerstablets use amazon interface makes true treasure,Positive
"The Echo is fun and informative, it is also easy to use. & it hears my voice from anywhere in the room.",echo fun informative also easy use hears voice anywhere room,Positive
The sound is good and voice volume control is real nice. There are skills you need to find to do really so much. Learning what to say is getting better for me. I plan on buying a dot next.,sound good voice volume control real nice skills need find really much learning say getting better plan buying dot next,Positive
Great product. Would be nice to have the Xfinity go app and vudu.,great product would nice xfinity go app vudu,Positive
Glad it was half-price. Alexa doesn't know much compared to siri.,glad halfprice alexa doesnt know much compared siri,Neutral
"I purchased this item during the Black Friday at Best Buy, not only was it dirt cheap at the time of the purchase, But my kids also love it as well. The great thing is that I am also able to monitor what they download and purchase without me having to get the tablet.",purchased item black friday best buy dirt cheap time purchase kids also love well great thing also able monitor download purchase without get tablet,Positive
"Kindle Paperwhite is the perfect reader. It's small size fits into a purse or carry all, and the light weight makes it very easy to hold. The response time when buying books is very fast. It is the perfect addition to the Kindle family. I also recommend purchasing the leather cover.",kindle paperwhite perfect reader small size fits purse carry light weight makes easy hold response time buying books fast perfect addition kindle family also recommend purchasing leather cover,Positive
"This was to replace an older fire tablet that was worn out.It was the right size for my wife to carry around,also it was much lower price than the original.",replace older fire tablet worn outit right size wife carry aroundalso much lower price original,Positive
Perfect item for my grand-kids and the price was especially just what I needed.,perfect item grandkids price especially needed,Positive
Wow - for 49.99? You gotta be kidding me. What a great buy for the money!,wow gotta kidding great buy money,Positive
Gave this tablet to my son's girlfriend for Christmas . She loves it!,gave tablet sons girlfriend christmas loves,Positive
"The value of this device is amazing, the battery life could use some work tho",value device amazing battery life could use work tho,Positive
"We are used to iPads in our house. This has taken some learning to get used to a slightly different format, but it works great!! The price point is perfect for kids to use without the worry.",used ipads house taken learning get used slightly different format works great price point perfect kids use without worry,Positive
Very good tablet for very little money. Kids love it and it is very durable.,good tablet little money kids love durable,Positive
exactly what he wanted and he is very happy with it. no problems,exactly wanted happy problems,Positive
im always using my amazon tablet...perfect for games!!!,im always using amazon tabletperfect games,Positive
I purchased this tablet for my 5 year old. It is easy to use and i love the Kindle Freetime. Great price. Pretty durable.,purchased tablet year old easy use love kindle freetime great price pretty durable,Positive
I was looking everywhere for this because I lost my charger for my fire stick and i finally found it at best buy. It was a great price and works perfectly!,looking everywhere lost charger fire stick finally found best buy great price works perfectly,Positive
Love mine so far for reading. Good price and super easy to use.,love mine far reading good price super easy use,Positive
This was a gift for my wife and she absolutely loves it,gift wife absolutely loves,Positive
The Kindle Paperwhite is light and I love the backlight. It's great for basic reading,kindle paperwhite light love backlight great basic reading,Positive
Just the right size for reading books and playing some games.,right size reading books playing games,Positive
bought it for my niece and she loved it she was super happy,bought niece loved super happy,Positive
"The amazon fire OS is not a perfect OS but it is very functional and useful for your average tablet use. I would recommend checking the Amazon store to ensure the Apps you are thinking of using on a Fire tablet to ensure you dont have any issues. The size on this one is good, the screen is not the brightest HD screen that is available, but at this price point i cannot complain.",amazon fire os perfect os functional useful average tablet use would recommend checking amazon store ensure apps thinking using fire tablet ensure dont issues size one good screen brightest hd screen available price point cannot complain,Positive
"This is my second Kindle Fire, and this is a great improvement from my 1st generation version. With micro sd capabilities, I can download and store so much more. Paired with Amazon Prime and I'm never bored!",second kindle fire great improvement st generation version micro sd capabilities download store much paired amazon prime im never bored,Positive
The amazon fire tablet is easy to use and set-up great tablet.,amazon fire tablet easy use setup great tablet,Positive
"I purchased this device because I had the stick and I loved it. I knew this one has a faster processor, it would handle third party software better. I enjoy this product, it's really fun to use.",purchased device stick loved knew one faster processor would handle third party software better enjoy product really fun use,Positive
"This is an inexpensive alternative to a tablet and larger than a phone. The memory is small at 8 GB, but can be expanded with a micro SD card. Plus you are not slowed down by constant Windows 10 downloads.",inexpensive alternative tablet larger phone memory small gb expanded micro sd card plus slowed constant windows downloads,Positive
I love it and my two year old loves it to I love that it has parental locks on it,love two year old loves love parental locks,Positive
This is a nice tablet for its price and size. Thanks!,nice tablet price size thanks,Positive
"We love our Echo. Music, news, and basic info! It is great!",love echo music news basic info great,Positive
I purchased this tablet based on price and the reviews for tablets in this price range. It has performed well for my child. I especially love the parental controls that are easy to setup and the ability to have multiple profiles on 1 device. I'm now thinking of buying one for myself to replace a stolen iPad.,purchased tablet based price reviews tablets price range performed well child especially love parental controls easy setup ability multiple profiles device im thinking buying one replace stolen ipad,Positive
"I had been thinking about getting a reader for a while but did not know which one I wanted. As I looked at and tried several, I thought the Kindal Fire was the one I wanted. After discussing the features of the product with a salesperson, I decided.that it was the reader I wanted. It has turned out to be just what I wanted.",thinking getting reader know one wanted looked tried several thought kindal fire one wanted discussing features product salesperson decidedthat reader wanted turned wanted,Positive
"Love this hardware!! Only issue is occasionally you have to do a hard reset of the box, I was getting messages my bandwith wasn't high enough and couldn't watch streaming movies. Once I turned off/turned on...back to normal. That's the only issue so far. Otherwise highly recommend and love it!",love hardware issue occasionally hard reset box getting messages bandwith wasnt high enough couldnt watch streaming movies turned offturned onback normal thats issue far otherwise highly recommend love,Positive
so far I'm enjoying my wireless headphones and sounds great,far im enjoying wireless headphones sounds great,Positive
"Was excited to get this product for its sheer portability alone (doesn't need to be plugged into an electrical outlet all the time like we have to do with our Echo Dot), but was pleasantly surprised with the sound quality and volume! We prefer this over our outdoor bluetooth speaker, and its ""Hands-Free"" mode is a great updated feature (though we try not to keep it on that setting too long because it does drain the battery faster)...",excited get product sheer portability alone doesnt need plugged electrical outlet time like echo dot pleasantly surprised sound quality volume prefer outdoor bluetooth speaker handsfree mode great updated feature though try keep setting long drain battery faster,Positive
"Smartphone works on the job for me, but with the Fire I can read instructions and worksheets. It is a useful tool for connecting with both friends and colleagues. 8-inches is the right size for holding in hand and carrying with you. Gives me the information, beats printing everything out, or carrying around a large laptop.",smartphone works job fire read instructions worksheets useful tool connecting friends colleagues inches right size holding hand carrying gives information beats printing everything carrying around large laptop,Positive
I really enjoy this new kindle much brighter and easier to read,really enjoy new kindle much brighter easier read,Positive
A week after my purchase this item went on sale. I think best buy should refund he difference without me having to drive 45 minutes 1 way to return and repurchase as the store advised when I call them . it's not like you don't have my credit card information.,week purchase item went sale think best buy refund difference without drive minutes way return repurchase store advised call like dont credit card information,Positive
"I use my Echo to check on weather and traffic in the morning while getting ready for work. Also enjoy the music selection, news and sports info!!",use echo check weather traffic morning getting ready work also enjoy music selection news sports info,Positive
Easy setup and use. Couldn't ask for a better product.,easy setup use couldnt ask better product,Positive
Small and easy to carry in my purse. I like that I can change the page on the sides without consistently dirtying the screen with fingerprints.,small easy carry purse like change page sides without consistently dirtying screen fingerprints,Positive
I love this product it very great for my son. My son educational apps on here,love product great son son educational apps,Positive
"Still waiting for Alexa to function. Several calls to Amazon supportled to conflicting answers on how to get it to work, then told it isnot yet available on all Fire HD 8 tablets.",still waiting alexa function several calls amazon supportled conflicting answers get work told isnot yet available fire hd tablets,Positive
I love it. These things are sold out everywhere. Except at BestBuy.,love things sold everywhere except bestbuy,Positive
"Great value for surfing the net, reading, e-mails etc",great value surfing net reading emails etc,Positive
The camera not quality pictures but all else great,camera quality pictures else great,Positive
.great for small children.. Easy to set up and use,great small children easy set use,Positive
"I received this as a gift after my original Kindle Fire started giving me trouble after 4 1/2 years and wouldn't hold a charge. This new Kindle Fire 8 is fantastic! The larger size makes it easier to read. The ""buttons"" are better than the old one. I like that is has more ""perks"", i.e. camera, that my old one didn't have. It's nice to be able to read, play games, browse the internet, or check email or take photos. The battery lasts for days! I definitely recommend this.",received gift original kindle fire started giving trouble years wouldnt hold charge new kindle fire fantastic larger size makes easier read buttons better old one like perks ie camera old one didnt nice able read play games browse internet check email take photos battery lasts days definitely recommend,Positive
I have cancelled Direct TV and I am using this plaform for personal entertainment.......love it and love the fact that I don't have one those big DirectTV DVR monstrosties sitting in front of my TV anymore which I was paying a monthly fee for. Love Amazon Prime platform there is so much free content available if your a Prime member. I choose this over apple TV because apple charges for everything and can get expensive like Direct TV.,cancelled direct tv using plaform personal entertainmentlove love fact dont one big directtv dvr monstrosties sitting front tv anymore paying monthly fee love amazon prime platform much free content available prime member choose apple tv apple charges everything get expensive like direct tv,Positive
"I am still learning what it will do so far very pleased when I ask it something it answers, I played Christmas music all day long and was pleased",still learning far pleased ask something answers played christmas music day long pleased,Positive
Amazon free time great for small kids to get entertained,amazon free time great small kids get entertained,Positive
"The tablet exceeds the price expectations. Great for reading books, ok for browsing. The time warner cable tv app works well with this device.",tablet exceeds price expectations great reading books ok browsing time warner cable tv app works well device,Positive
"Great little tablet, easy to use for kids. Wish the battery was bigger. Overall not a bad purchase.",great little tablet easy use kids wish battery bigger overall bad purchase,Positive
Perfect for our family. Everyone can use it! We use it everyday!,perfect family everyone use use everyday,Positive
"I feel that it is a good product for reading a book, especially since you can carry many books with you instead of ""carrying"" the actual books. I thought it would be a brighter screen than others but am a little disappointed in that regard.",feel good product reading book especially since carry many books instead carrying actual books thought would brighter screen others little disappointed regard,Positive
This device is an integral part of having a smart home.,device integral part smart home,Positive
This was my 3rd Kindle and 2nd Fire Kindle!!! I use it for EVERYTHING!!! Hardly use the laptop at ALL anymore. Would HIGHLY recommend!!!,rd kindle nd fire kindle use everything hardly use laptop anymore would highly recommend,Positive
I bought this for my son for Christmas and its perfect. My son gets to play his games with easy access to Amazon prime content.,bought son christmas perfect son gets play games easy access amazon prime content,Positive
